datum,domacin,gost,rezultat,brOsSetDomacin,brOsSetGost,osBodDomacin,osBodGost,proRazBodUSet,pobjednik,pobjednikDomacinIliGost,omjProPobj,proPobjDomacinNadGost,brDaOdZadDomacin,brDaOdZadGost,omjSvukOsSet,omjSvukOsSetDomacinProtGost,omjSvukIzgSet,omjSvukIzgSetDomacinProtGost,omjSvukOsBod,omjSvukOsBodDomacinProtGost,omjSvukIzgBod,omjSvukIzgBodDomacinProtGost
2020-02-15,OK ROVINJ,OK SPLIT, 1-3,1,3,79,96,-4.25,OK SPLIT,1,0.3232758620689655,0.3333333333333333,7,7,0.5333333333333333,0.2222222222222222,1.5,4.5,0.8984098939929329,0.9018867924528302,0.8984098939929329,1.108786610878661
2020-02-15,MOK MARSONIA,MOK MURSA - OSIJEK, 0-3,0,3,53,75,-7.333333333333333,MOK MURSA - OSIJEK,1,0.4285714285714286,0.25,7,7,0.5945945945945946,0.16666666666666666,1.5106382978723405,6.0,0.9651527016444792,0.8443804034582133,0.9651527016444792,1.1843003412969284
2020-02-16,OK KITRO VARAŽDIN,OK MEDICINAR TRNJE, 3-1,3,1,99,87,3.0,OK KITRO VARAŽDIN ,0,0.9666666666666668,0.3333333333333333,8,8,1.0384615384615385,0.8333333333333334,1.105263157894737,1.2,1.0189713322091063,0.885593220338983,1.0189713322091063,1.1291866028708133
2020-02-19,OKM CENTROMETAL,MOK MURSA - OSIJEK, 0-3,0,3,57,75,-6.0,MOK MURSA - OSIJEK,1,0.5166666666666666,0.5,4,4,0.6493506493506493,0.6363636363636364,1.3617021276595744,1.5714285714285714,0.9665271966527197,0.8520408163265306,0.9665271966527197,1.1736526946107784
2020-02-19,OK SPLIT,MOK RIJEKA, 3-1,3,1,98,80,4.5,OK SPLIT,0,0.7083333333333333,0.0,4,4,0.8181818181818182,0.5555555555555556,1.4324324324324325,1.8,0.9240407204385278,0.8288288288288288,0.9240407204385278,1.2065217391304348
2020-02-22,MOK MURSA - OSIJEK,OK ROVINJ, 3-0,3,0,75,60,5.0,MOK MURSA - OSIJEK,0,4.3125,0.0,3,7,2.4242424242424243,0.3333333333333333,0.5802469135802469,3.0,1.2796971131093233,0.867595818815331,1.2796971131093233,1.1526104417670682
2020-02-22,OKM CENTROMETAL,MOK MARSONIA, 3-0,3,0,75,51,8.0,OKM CENTROMETAL,0,1.222222222222222,0.3333333333333333,3,7,1.1363636363636365,0.625,0.9054054054054054,1.6,1.0317712470214455,0.7664473684210527,1.0317712470214455,1.3047210300429184
2020-02-22,OK SPLIT,OK MEDICINAR TRNJE, 3-0,3,0,78,71,2.333333333333333,OK SPLIT,0,1.40625,0.0,3,6,1.2452830188679245,0.2222222222222222,0.9,4.5,0.9995933306222041,0.8113207547169812,0.9995933306222041,1.2325581395348837
2020-02-22,MOK RIJEKA,OK ZADAR, 3-0,3,0,75,62,4.333333333333333,MOK RIJEKA,0,5.8125,0.0,3,7,2.6,0.16666666666666666,0.47058823529411764,6.0,1.2465688594415523,0.7253086419753086,1.2465688594415523,1.3787234042553191
2020-02-22,OK SISAK,OK KITRO VARAŽDIN, 0-3,0,3,54,75,-7.0,OK KITRO VARAŽDIN,1,1.1128205128205129,0.6666666666666666,7,6,0.9649122807017544,1.6,0.96875,0.625,1.0679650238473768,1.1068702290076335,1.0679650238473768,0.903448275862069
2020-02-27,OK SISAK,OK RIBOLA KAŠTELA, 1-2,1,2,39,75,-12.0,OK MLADOST RIBOLA KAŠTELA,1,0.5747800586510264,0.0,5,241,1.5277777777777777,0.3333333333333333,3.25,3.0,2.0154411764705884,1.0217391304347827,2.0154411764705884,0.9787234042553191
2020-02-27,OK MEDICINAR TRNJE,HAOK MLADOST, 0-3,0,3,55,77,-7.333333333333333,HAOK MLADOST,1,0.3870967741935484,0.0,5,241,1.2619047619047619,0.3333333333333333,4.5,3.0,1.9642857142857142,0.8,1.9642857142857142,1.25
2020-02-29,OK ROVINJ,OKM CENTROMETAL, 1-2,1,2,45,75,-10.0,OKM CENTROMETAL,1,0.43010752688172044,0.3333333333333333,7,7,0.6226415094339622,0.2222222222222222,1.2537313432835822,4.5,0.8129442573887018,0.8301158301158301,0.8129442573887018,1.2046511627906977
2020-02-29,OK KITRO VARAŽDIN,OK SPLIT, 2-3,2,3,101,109,-1.6,OK SPLIT,1,0.7598684210526315,0.5,7,7,0.8695652173913043,1.8,1.1851851851851851,0.5555555555555556,1.0216876971608833,1.0863309352517985,1.0216876971608833,0.9205298013245033
2020-02-29,OK MEDICINAR TRNJE,MOK MURSA - OSIJEK, 1-3,1,3,90,100,-2.5,MOK MURSA - OSIJEK,1,0.515625,0.3333333333333333,2,7,0.6385542168674698,0.3333333333333333,1.4042553191489362,3.0,0.9301907160849227,0.9964539007092199,0.9301907160849227,1.00355871886121
2020-02-29,MOK MARSONIA,MOK RIJEKA, 0-3,0,3,42,75,-11.0,MOK RIJEKA,1,0.37125,0.3333333333333333,7,7,0.5432098765432098,0.375,1.925,2.6666666666666665,0.9483204134366925,0.6833976833976834,0.9483204134366925,1.463276836158192
2020-03-01,OK ZADAR,OK SISAK, 0-3,0,3,58,75,-5.666666666666667,OK SISAK,1,0.2857142857142857,0.3333333333333333,8,3,0.5357142857142857,0.2222222222222222,1.3134328358208955,4.5,0.7823741007194245,0.8804780876494024,0.7823741007194245,1.1357466063348416
2020-03-07,OK RIBOLA KAŠTELA,MOK RIJEKA, 3-0,3,0,75,48,9.0,OK MLADOST RIBOLA KAŠTELA,0,1.0461538461538462,0.5,9,7,0.4523809523809524,1.0,0.525,1.0,0.5154454022988506,1.0,0.5154454022988506,1.0
2020-03-07,HAOK MLADOST,MOK MURSA - OSIJEK, 3-0,3,0,75,57,6.0,HAOK MLADOST,0,1.3599999999999999,0.0,9,7,0.5232558139534884,0.3333333333333333,0.2916666666666667,3.0,0.4741229593608892,0.978494623655914,0.4741229593608892,1.021978021978022
2020-03-07,OK SPLIT,OK MEDICINAR TRNJE, 3-0,3,0,76,56,6.666666666666667,OK SPLIT,0,1.6176470588235294,0.25,7,7,1.3333333333333333,0.16666666666666666,0.8115942028985508,6.0,0.9887850467289719,0.8338192419825073,0.9887850467289719,1.1993006993006994
2020-03-07,OK SISAK,OK KITRO VARAŽDIN, 3-1,3,1,98,84,3.5,OK SISAK,0,1.0714285714285714,0.5,6,7,0.9516129032258065,2.2,1.0,0.45454545454545453,1.0605497771173849,1.1550632911392404,1.0605497771173849,0.8657534246575342
2020-03-07,OKM CENTROMETAL,OK ROVINJ, 3-1,3,1,93,84,2.25,OKM CENTROMETAL,0,2.521212121212121,0.25,7,7,1.6176470588235294,0.2727272727272727,0.7906976744186046,3.6666666666666665,1.2389540126239855,0.7784431137724551,1.2389540126239855,1.2846153846153847
2020-03-07,MOK MARSONIA,OK ZADAR, 1-3,1,3,87,94,-1.75,OK ZADAR,1,2.2499999999999996,0.25,7,6,1.4666666666666666,1.0,0.8791208791208791,1.0,1.1692789968652038,0.9662921348314607,1.1692789968652038,1.0348837209302326
2020-03-10,MOK MURSA - OSIJEK,OK RIBOLA KAŠTELA, 0-3,0,3,53,76,-7.666666666666667,OK MLADOST RIBOLA KAŠTELA,1,0.8791208791208791,0.0,3,3,2.097560975609756,0.3333333333333333,2.4285714285714284,3.0,1.9443708609271524,1.0,1.9443708609271524,1.0
2020-03-11,MOK RIJEKA,HAOK MLADOST, 0-3,0,3,62,77,-5.0,HAOK MLADOST,1,0.7428571428571429,0.0,4,4,1.75,0.3333333333333333,3.0714285714285716,3.0,1.9666666666666666,0.648936170212766,1.9666666666666666,1.540983606557377
2020-03-11,OK KITRO VARAŽDIN,OK SPLIT, 3-0,3,0,75,57,6.0,OK KITRO VARAŽDIN ,0,0.6862745098039216,0.4,4,4,0.84,1.7142857142857142,1.25,0.5833333333333334,1.0202131569276,1.0844327176781003,1.0202131569276,0.9221411192214112
2020-09-05,OK RIBOLA KAŠTELA,HAOK MLADOST, 1-3,1,3,82,95,-3.25,HAOK MLADOST,1,0.8235294117647058,0.0,179,178,0.8627450980392157,0.3333333333333333,1.5,3.0,1.0454845088991431,0.9010989010989011,1.0454845088991431,1.1097560975609757
2020-09-05,MOK MURSA - OSIJEK,OK SPLIT, 3-0,3,0,75,53,7.333333333333333,MOK MURSA - OSIJEK,0,1.1904761904761905,0.0,179,178,1.1466666666666667,0.6363636363636364,0.9152542372881356,1.5714285714285714,1.075953923686105,0.8578811369509044,1.075953923686105,1.1656626506024097
2020-09-12,HAOK MLADOST,MOK MURSA - OSIJEK, 3-2,3,2,107,103,0.8,HAOK MLADOST,0,1.423076923076923,0.3333333333333333,7,7,0.6067415730337079,0.2222222222222222,0.2777777777777778,4.5,0.5261096605744126,0.9157088122605364,0.5261096605744126,1.0920502092050208
2020-09-19,OK ZADAR,MOK RIJEKA, 1-3,1,3,81,97,-4.0,MOK RIJEKA,1,0.20361990950226244,0.2,196,192,0.39285714285714285,0.13333333333333333,2.0,7.5,0.804077401520387,0.7443609022556391,0.804077401520387,1.3434343434343434
2020-09-19,MOK MURSA - OSIJEK,MOK MARSONIA, 3-0,3,0,79,58,7.0,MOK MURSA - OSIJEK,0,2.584795321637427,0.2,7,196,2.022222222222222,0.13333333333333333,0.6867469879518072,7.5,1.1738324684951815,0.8199052132701422,1.1738324684951815,1.2196531791907514
2020-09-19,HAOK MLADOST,OK ROVINJ, 3-0,3,0,75,39,12.0,HAOK MLADOST,0,6.6,0.0,7,196,1.6285714285714286,0.3333333333333333,0.19101123595505617,3.0,0.7467419635099913,0.9340659340659341,0.7467419635099913,1.0705882352941176
2020-09-19,OK RIBOLA KAŠTELA,OKM CENTROMETAL, 3-2,3,2,112,104,1.6,OK RIBOLA KAŠTELA,0,1.888888888888889,0.0,14,196,0.7758620689655172,0.3333333333333333,0.34782608695652173,3.0,0.587117212249208,0.8541666666666666,0.587117212249208,1.170731707317073
2020-09-23,OK KITRO VARAŽDIN,OK SISAK, 3-0,3,0,75,0,25.0,OK KITRO VARAŽDIN ,0,0.9107142857142857,0.6,196,200,1.064516129032258,1.5,1.0294117647058822,0.6666666666666666,0.9654588554012868,1.0845410628019323,0.9654588554012868,0.9220489977728286
2020-09-26,OKM CENTROMETAL,MOK MURSA - OSIJEK, 0-3,0,3,44,75,-10.333333333333334,MOK MURSA - OSIJEK,1,0.5777777777777778,0.4,7,7,0.6382978723404256,0.5,1.263157894736842,2.0,0.9072704867529267,0.8372591006423983,0.9072704867529267,1.1943734015345269
2020-09-26,MOK RIJEKA,OK SISAK, 3-2,3,2,107,103,0.8,MOK RIJEKA,0,1.5962837837837838,0.75,7,3,1.403225806451613,6.0,0.6619718309859155,0.16666666666666666,1.0128682695563833,1.167832167832168,1.0128682695563833,0.8562874251497006
2020-09-27,OK ZADAR,OK ROVINJ, 3-2,3,2,97,97,0.0,OK ZADAR,0,0.9714285714285713,0.75,8,8,0.9714285714285714,1.8333333333333333,1.0326086956521738,0.5454545454545454,1.0286202477573687,1.0357142857142858,1.0286202477573687,0.9655172413793104
2020-10-03,OK RIBOLA KAŠTELA,OK KITRO VARAŽDIN, 2-3,2,3,116,114,0.4,OK KITRO VARAŽDIN,1,1.7763157894736843,0.0,14,10,0.6956521739130435,0.3333333333333333,0.37142857142857144,3.0,0.608339029391661,0.6808510638297872,0.608339029391661,1.46875
2020-10-03,OK SISAK,OK ROVINJ, 3-1,3,1,95,79,4.0,OK SISAK,0,3.111111111111111,0.25,7,6,1.7297297297297298,0.4166666666666667,0.7789473684210526,2.4,1.2534864643150123,0.8201970443349754,1.2534864643150123,1.2192192192192193
2020-10-03,MOK MARSONIA,OKM CENTROMETAL, 0-3,0,3,60,75,-5.0,OKM CENTROMETAL,1,0.6612244897959183,0.5,14,7,0.75,0.45454545454545453,1.1466666666666667,2.2,0.9220475075276012,0.7493403693931399,0.9220475075276012,1.3345070422535212
2020-10-03,OK SPLIT,MOK RIJEKA, 1-3,1,3,85,88,-0.75,MOK RIJEKA,1,0.7702702702702703,0.2,28,7,0.8333333333333334,0.8,1.2653061224489797,1.25,0.9138153647514525,0.9055690072639225,0.9138153647514525,1.1042780748663101
2020-10-10,HAOK MLADOST,OKM CENTROMETAL, 3-0,3,0,75,54,7.0,HAOK MLADOST,0,2.4666666666666663,0.0,21,7,0.9523809523809523,0.3333333333333333,0.22666666666666666,3.0,0.585509138381201,0.6559139784946236,0.585509138381201,1.5245901639344261
2020-10-10,OK ZADAR,OK SISAK, 3-2,3,2,104,109,-1.0,OK ZADAR,0,0.3627450980392156,0.25,13,7,0.5522388059701493,0.16666666666666666,1.2933333333333332,6.0,0.7949857188194224,0.8558282208588958,0.7949857188194224,1.168458781362007
2020-10-10,OK KITRO VARAŽDIN,MOK MURSA - OSIJEK, 3-2,3,2,100,106,-1.2,OK KITRO VARAŽDIN ,0,0.6563706563706565,0.25,7,14,0.7422680412371134,0.4166666666666667,1.263157894736842,2.4,0.9153869316470943,0.9477806788511749,0.9153869316470943,1.0550964187327823
2020-10-10,MOK RIJEKA,OK RIBOLA KAŠTELA, 3-2,3,2,103,97,1.2,MOK RIJEKA,0,0.9914529914529915,0.6666666666666666,7,7,1.86,0.5714285714285714,1.7241379310344827,1.75,1.6803797468354431,0.8831168831168831,1.6803797468354431,1.1323529411764706
2020-10-10,OK ROVINJ,OK SPLIT, 0-3,0,3,54,75,-7.0,OK SPLIT,1,0.25132275132275134,0.25,7,7,0.5,0.25,1.5076923076923077,4.0,0.8631687242798354,0.8808864265927978,0.8631687242798354,1.1352201257861636
2020-10-13,HAOK MLADOST,OK ZADAR, 2-1,2,1,75,29,15.333333333333334,HAOK MLADOST,0,5.285714285714286,0.0,3,3,1.575,0.3333333333333333,0.1717171717171717,3.0,0.7163664239172096,0.7934782608695652,0.7163664239172096,1.2602739726027397
2020-10-17,MOK MURSA - OSIJEK,MOK RIJEKA, 3-0,3,0,77,60,5.666666666666667,MOK MURSA - OSIJEK,0,0.910569105691057,0.75,7,7,1.03125,1.0,1.1538461538461537,1.0,1.0419580419580419,1.0535211267605633,1.0419580419580419,0.9491978609625669
2020-10-17,OK RIBOLA KAŠTELA,OK ROVINJ, 3-1,3,1,96,89,1.75,OK RIBOLA KAŠTELA,0,5.285714285714286,0.0,7,7,1.368421052631579,0.3333333333333333,0.31683168316831684,3.0,0.7751847530143913,0.6703296703296703,0.7751847530143913,1.4918032786885247
2020-10-17,OK SPLIT,OK ZADAR, 3-0,3,0,75,42,11.0,OK SPLIT,0,3.0622710622710625,0.5,7,4,1.9268292682926829,0.45454545454545453,0.6435643564356436,2.2,1.1338134950720242,0.9297297297297298,1.1338134950720242,1.0755813953488371
2020-10-17,OK SISAK,HAOK MLADOST, 0-3,0,3,48,75,-9.0,HAOK MLADOST,1,0.4473684210526316,0.0,7,4,1.0615384615384615,0.3333333333333333,4.333333333333333,3.0,1.676954732510288,0.8,1.676954732510288,1.25
2020-10-17,MOK MARSONIA,OK KITRO VARAŽDIN, 0-3,0,3,70,77,-2.333333333333333,OK KITRO VARAŽDIN,1,0.5277777777777778,0.0,14,7,0.6,0.5454545454545454,1.2027027027027026,1.8333333333333333,0.8968152866242038,0.830379746835443,0.8968152866242038,1.204268292682927
2020-10-23,MOK RIJEKA,MOK MARSONIA, 3-0,3,0,75,61,4.666666666666667,MOK RIJEKA,0,3.0081300813008127,0.25,6,6,2.1333333333333333,0.2727272727272727,0.5978260869565217,3.6666666666666665,1.1604296604296604,0.655688622754491,1.1604296604296604,1.5251141552511416
2020-10-24,OK ZADAR,OK RIBOLA KAŠTELA, 1-2,1,2,46,75,-9.666666666666666,OK RIBOLA KAŠTELA,1,0.24679487179487178,0.0,7,7,0.7454545454545455,0.3333333333333333,3.1515151515151514,3.0,1.282910483484921,0.6559139784946236,1.282910483484921,1.5245901639344261
2020-10-24,OK SISAK,OK SPLIT, 0-3,0,3,65,80,-5.0,OK SPLIT,1,0.7580824972129321,1.0,7,7,0.8414634146341463,2.0,1.2461538461538462,0.5,1.0789302022178735,1.0955414012738853,1.0789302022178735,0.9127906976744186
2020-10-25,OK ROVINJ,MOK MURSA - OSIJEK, 0-3,0,3,44,75,-10.333333333333334,MOK MURSA - OSIJEK,1,0.19056261343012704,0.25,8,8,0.38235294117647056,0.25,1.7333333333333334,4.0,0.7591324200913242,0.8535911602209945,0.7591324200913242,1.1715210355987056
2020-10-25,OK KITRO VARAŽDIN,OKM CENTROMETAL, 2-3,2,3,101,102,-0.2,OKM CENTROMETAL,1,1.2341880341880342,0.25,8,15,1.2380952380952381,0.25,0.9487179487179487,4.0,1.0317511225144322,0.903954802259887,1.0317511225144322,1.10625
2020-10-25,HAOK MLADOST,MOK MARSONIA, 3-0,3,0,78,63,5.0,HAOK MLADOST,0,4.222222222222222,0.0,8,2,1.511111111111111,0.3333333333333333,0.18947368421052632,3.0,0.6851034950797421,0.9565217391304348,0.6851034950797421,1.0454545454545454
2020-10-31,MOK MURSA - OSIJEK,OK ZADAR, 2-1,2,1,75,39,12.0,MOK MURSA - OSIJEK,0,3.98671096345515,0.25,6,7,2.5,0.16666666666666666,0.5660377358490566,6.0,1.3129126925898753,0.7212121212121212,1.3129126925898753,1.3865546218487395
2020-10-31,OK SPLIT,HAOK MLADOST, 0-3,0,3,75,83,-2.6666666666666665,HAOK MLADOST,1,0.5853658536585366,0.0,7,6,1.1971830985915493,0.3333333333333333,3.611111111111111,3.0,1.5002384358607534,0.7446808510638298,1.5002384358607534,1.3428571428571427
2020-10-31,OKM CENTROMETAL,MOK RIJEKA, 3-2,3,2,107,107,0.0,OKM CENTROMETAL,0,0.5558312655086848,1.0,6,8,0.6666666666666666,1.6666666666666667,1.4545454545454546,0.6,0.9404205607476636,1.224755700325733,0.9404205607476636,0.8164893617021277
2020-11-07,OK ROVINJ,OKM CENTROMETAL, 1-3,1,3,96,97,-0.25,OKM CENTROMETAL,1,0.30165912518853694,0.4,13,7,0.5652173913043478,0.2857142857142857,1.3048780487804879,3.5,0.8127442140066126,0.8056206088992974,0.8127442140066126,1.2412790697674418
2020-11-08,OK ZADAR,MOK MARSONIA, 3-2,3,2,95,116,-4.2,OK ZADAR,0,0.7398373983739838,0.2,8,14,0.9555555555555556,0.8181818181818182,1.1020408163265305,1.2222222222222223,0.9186046511627907,0.9577777777777777,0.9186046511627907,1.0440835266821347
2020-11-14,MOK MARSONIA,OK SISAK, 3-1,3,1,97,92,1.25,MOK MARSONIA,0,0.5294117647058824,0.25,6,21,0.6811594202898551,0.25,1.2023809523809523,4.0,0.9267714201008005,0.9013698630136986,0.9267714201008005,1.1094224924012157
2020-11-14,MOK MURSA - OSIJEK,OK SPLIT, 3-1,3,1,101,91,2.5,MOK MURSA - OSIJEK,0,1.2329545454545456,0.2,14,14,1.2588235294117647,0.5,0.8970588235294118,2.0,1.1344303011487116,0.8333333333333334,1.1344303011487116,1.2
2020-11-14,OK KITRO VARAŽDIN,MOK RIJEKA, 3-2,3,2,105,101,0.8,OK KITRO VARAŽDIN ,0,0.6588709677419355,0.75,20,14,0.7920792079207921,3.0,1.3275862068965518,0.3333333333333333,0.9396771452846219,1.2702702702702702,0.9396771452846219,0.7872340425531915
2020-11-15,OK RIBOLA KAŠTELA,HAOK MLADOST, 0-3,0,3,61,75,-4.666666666666667,HAOK MLADOST,1,0.7391304347826086,0.0,22,15,0.7702702702702703,0.3333333333333333,1.8888888888888888,3.0,0.9926605504587156,0.8880866425992779,0.9926605504587156,1.1260162601626016
2020-11-18,OK RIBOLA KAŠTELA,OK SISAK, 3-0,3,0,75,48,9.0,OK RIBOLA KAŠTELA,0,1.7083333333333335,0.0,3,4,0.8142857142857143,0.375,0.42528735632183906,2.6666666666666665,0.6421356421356421,0.8764478764478765,0.6421356421356421,1.1409691629955947
2020-11-19,HAOK MLADOST,OK KITRO VARAŽDIN, 3-0,3,0,75,51,8.0,HAOK MLADOST,0,2.0500000000000003,0.0,4,5,0.927710843373494,0.3333333333333333,0.22784810126582278,3.0,0.6587788489628981,0.8777777777777778,0.6587788489628981,1.139240506329114
2020-11-21,OK ZADAR,MOK RIJEKA, 0-3,0,3,57,75,-6.0,MOK RIJEKA,1,0.2703533026113671,0.16666666666666666,13,7,0.44660194174757284,0.16666666666666666,1.8032786885245902,6.0,0.7874449339207048,0.7620967741935484,0.7874449339207048,1.312169312169312
2020-11-21,MOK MARSONIA,OK KITRO VARAŽDIN, 1-3,1,3,85,98,-3.25,OK KITRO VARAŽDIN,1,0.5121951219512195,0.0,7,2,0.6024096385542169,0.42857142857142855,1.2439024390243902,2.3333333333333335,0.9277489925158319,0.8432203389830508,0.9277489925158319,1.185929648241206
2020-11-28,HAOK MLADOST,MOK RIJEKA, 3-0,3,0,75,43,10.666666666666666,HAOK MLADOST,0,1.40625,0.0,9,7,0.7547169811320755,0.2222222222222222,0.29508196721311475,4.5,0.6285405988670084,0.6943396226415094,0.6285405988670084,1.440217391304348
2020-11-28,OK RIBOLA KAŠTELA,MOK MARSONIA, 3-0,3,0,75,48,9.0,OK RIBOLA KAŠTELA,0,3.024,0.0,10,7,1.1764705882352942,0.3333333333333333,0.3523809523809524,3.0,0.6952841596130592,0.6224489795918368,0.6952841596130592,1.6065573770491803
2020-11-28,OK ROVINJ,OK KITRO VARAŽDIN, 0-3,0,3,55,75,-6.666666666666667,OK KITRO VARAŽDIN,1,0.255952380952381,0.25,21,7,0.46511627906976744,0.36363636363636365,1.3253012048192772,2.75,0.7838745800671892,0.8419540229885057,0.7838745800671892,1.1877133105802047
2020-12-03,OK ROVINJ,OKM CENTROMETAL, 2-3,2,3,103,113,-2.0,OKM CENTROMETAL,1,0.2777777777777778,0.3333333333333333,5,26,0.5555555555555556,0.29411764705882354,1.3614457831325302,3.4,0.833820093457944,0.8396946564885496,0.833820093457944,1.190909090909091
2020-12-05,OK SISAK,OK RIBOLA KAŠTELA, 0-3,0,3,55,75,-6.666666666666667,OK RIBOLA KAŠTELA,1,0.5538847117794486,0.25,17,7,1.1111111111111112,0.2727272727272727,2.4324324324324325,3.6666666666666665,1.479157894736842,0.8233532934131736,1.479157894736842,1.2145454545454546
2020-12-05,OK SPLIT,MOK RIJEKA, 3-1,3,1,100,84,4.0,OK SPLIT,0,0.8023255813953488,0.16666666666666666,21,7,0.8113207547169812,0.6923076923076923,1.109375,1.4444444444444444,0.8832,0.9161676646706587,0.8832,1.091503267973856
2020-12-05,OK KITRO VARAŽDIN,HAOK MLADOST, 0-3,0,3,50,75,-8.333333333333334,HAOK MLADOST,1,0.5,0.3333333333333333,7,7,1.072289156626506,0.2222222222222222,4.611111111111111,4.5,1.5164241164241163,0.8196078431372549,1.5164241164241163,1.2200956937799043
2020-12-06,OK SPLIT,MOK MARSONIA, 3-0,3,0,75,59,5.333333333333333,OK SPLIT,0,2.4431818181818183,0.5,1,8,1.7450980392156863,0.6666666666666666,0.6666666666666666,1.5,1.0166865315852205,0.8319327731092437,1.0166865315852205,1.202020202020202
